Acronym,SAT ID,Launch,(expected) EOL,"Satellite Programme",Orbit,Altitude,Longitude,Inclination,Ect,Sat Status,"Payload",Last update,Date
ResourceSat-3S,747,45626,46721,"Satellite for Earth Resources",SunSync,633 km, , ,10:30 desc,Planned,"APAN (ResourceSat-3S), LISS-V",2023-07-24 8:40:25,2023-07-24
ResourceSat-3SA,748,45991,47817,"Satellite for Earth Resources",SunSync,633 km, , ,10:30 desc,Planned,"APAN (ResourceSat-3S), LISS-V",2023-07-24 8:41:09,2023-07-24
HRSAT-1A,749,45626,47087,"High Resolution Satellite - 1",SunSync,660 km, , ,09:30 desc,Planned,"HRSAT-1",2023-07-24 9:03:54,2023-07-24
TRISHNA,750,45991,47817,"TRISHA",SunSync,761 km, , ,13:00 asc,Planned,"TRISHNA",2023-07-24 9:06:22,2023-07-24
ALOS-4,751,44895,47087,"Advanced Land Observing Satellite",SunSync,640 km, , ,12:00 desc,Planned,"PALSAR-3",2022-12-10 21:46:45,2022-12-10
GOSAT-GW,752,45260,47817,"Greenhouse gas Observing Satellite",SunSync,666 km, , ,13:30 asc,Planned,"AMSR3, TANSO-3",2023-08-14 13:40:55,2023-08-14
Sentinel-1C,754,44895,47452,"Sentinel-1",SunSync,693 km, , ,06:00 desc,Planned,"SAR-C (Sentinel-1)",2022-10-24 13:18:34,2022-10-24
Sentinel-1D,755,45260,47817,"Sentinel-1",SunSync,693 km, , ,06:00 desc,Planned,"SAR-C (Sentinel-1)",2022-10-24 13:19:00,2022-10-24
Sentinel-2C,756,45260,47817,"Sentinel-2",SunSync,786 km, , ,10:30 desc,Planned,"MSI (Sentinel-2A)",2021-03-10 16:01:48,2021-03-10
Sentinel-2D,757,45626,48182,"Sentinel-2",SunSync,786 km, , ,10:30 desc,Planned,"MSI (Sentinel-2A)",2021-03-10 16:08:47,2021-03-10
MATS,764,44869,45260,"Mesospheric Airglow/Aerosol Tomography and Spectroscopy",SunSync,585 km, , ,06:00 desc,Commissioning,"MATS",2023-08-21 9:51:01,2023-08-21
GF-11,765,43312,45991,"Gao Fen",SunSync,412 km, , ,10:30 desc,Operational,"PMS-2",2020-09-08 18:47:59,2020-09-08
SSTL-S1 4,766,43359,45626,"Beijing-2 Constellation",SunSync,630 km, , ,10:30 asc,Operational,"VHRI-100",2018-12-28 0:46:05,2018-12-28
NovaSAR-S,767,43359,45626,"NovaSAR-S",SunSync,580 km, , ,10:30 asc,Operational,"S-SAR",2019-10-27 13:21:12,2019-10-27
EgyptSat-A,768,43517,45260,"EgyptSat",SunSync,668 km, , ,10:30 desc,Operational,"MSI (EgyptSat)",2019-05-24 16:53:14,2019-05-24
HySIS,769,43433,44895,"Hyper Spectral Imaging Spectrometer",SunSync,630 km, , ,10:34 desc,Operational,"HySIS",2020-01-04 14:02:51,2020-01-04
KANOPUS-V5,770,43461,44895,"KANOPUS Vulkan",SunSync,510 km, , ,10:30 asc,Operational,"MSS (KANOPUS), MSU-200, PSS",2023-06-05 13:35:29,2023-06-05
KANOPUS-V6,771,43461,44895,"KANOPUS Vulkan",SunSync,510 km, , ,10:30 asc,Operational,"MSS (KANOPUS), MSU-200, PSS",2023-06-05 13:36:08,2023-06-05
ISS MOLI,772,44895,46356,"International Space Station",DRIFT,407 km, ,51.6°,,Planned,"MOLI imager, MOLI lidar",2022-12-10 21:47:16,2022-12-10
DubaiSat-3,773,43402,44895,"DubaiSat",SunSync,613 km, , ,10:30 desc,Operational,"KHCS",2021-03-06 13:05:44,2021-03-06
CBERS-4B,774,43819,44895,"China-Brazil Earth Resources Satellite",SunSync,778 km, , ,10:30 asc,Operational,"DCS (CBERS), IRMSS-2, MUXCAM, PANMUX, WFI-2",2022-07-04 14:13:23,2022-07-04
GF-7,775,43772,46356,"Gao Fen",SunSync,500 km, , ,10:30 desc,Operational,"PMS-2",2020-09-08 18:51:17,2020-09-08
BlackSky-1,776,43433,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:06:59,2022-12-10
BlackSky-2,777,43437,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:07:13,2022-12-10
RISAT-2B,778,43607,45260,"Radar Imaging Satellite",DRIFT,555 km, ,37°,,Operational,"SAR-X (RISAT-2)",2022-02-16 15:35:16,2022-02-16
Falcon-Eye 1,780,43657,43657,"Falcon-Eye",SunSync,610 km, , ,10:30 desc,Inactive,"HiRI",2019-09-16 17:51:43,2019-09-16
Falcon-Eye 2,781,44167,45626,"Falcon-Eye",SunSync,610 km, , ,10:30 desc,Operational,"HiRI",2021-03-06 14:29:31,2021-03-06
RISAT-2BR1,783,43810,45260,"Radar Imaging Satellite",DRIFT,555 km, ,37°,,Operational,"SAR-X (RISAT-2)",2022-02-16 15:34:42,2022-02-16
SWFO-L1,784,45626,47452,"Space Weather Follow-On",L1,1.5e+06 km, , ,,Planned,"CCOR, SWIS/MAG, SWIS/STIS, SWIS/SWiPS",2022-10-03 8:41:11,2022-10-03
BlackSky-3,785,43644,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:07:29,2022-12-10
Resurs-P4,786,44895,46356,"Resurs-P",SunSync,477 km, , ,10:30 desc,Planned,"GSA, Geoton-L1, ShMSA-SR, ShMSA-VR",2022-08-23 10:09:23,2022-08-23
Resurs-P5,787,44895,46721,"Resurs-P",SunSync,477 km, , ,10:30 desc,Planned,"GSA, Geoton-L1, ShMSA-SR, ShMSA-VR",2022-01-12 17:39:32,2022-01-12
BlackSky-4,788,43696,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:07:56,2022-12-10
ISS RainCube,789,43241,44187,"International Space Station",DRIFT,407 km, ,51.6°,,Inactive,"RainCube",2022-01-03 19:00:21,2022-01-03
ZY-1-2D,790,43720,45260,"Zi Yuan 1-2",SunSync,781 km, , ,10:30 desc,Operational,"",2020-04-06 20:39:38,2020-04-06
GISAT-1R,791,45260,47087,"Geostationary High Resolution Imager",GEO,35786 km,83 ° E, ,,Planned,"HyS-SWIR, HyS-VNIR, MX-LWIR, MX-VNIR",2023-07-24 9:01:38,2023-07-24
HRSAT-1B,792,45626,47087,"High Resolution Satellite - 1",SunSync,660 km, , ,09:30 desc,Planned,"HRSAT-1",2023-07-24 9:04:30,2023-07-24
BlackSky-9,794,44331,44331,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Lost at launch,"SpaceView 24",2021-08-25 21:22:57,2021-08-25
BlackSky-8,795,44331,44331,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Lost at launch,"SpaceView 24",2021-08-25 21:21:21,2021-08-25
BlackSky-7,796,44277,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2021-07-13 14:39:50,2021-07-13
BlackSky-5,797,44050,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:08:13,2022-12-10
GF-10,798,43742,46356,"Gao Fen",SunSync,613 km, , ,10:30 desc,Operational,"PMS-2",2020-09-08 18:55:30,2020-09-08
Electro-L N5,800,44895,48548,"Electro",GEO,35786 km,76 ° E, ,,Planned,"DCS (Electro), GEOS&R (Electro), GGAK-E/DIR-E, GGAK-E/FM-E, GGAK-E/GALS-E, GGAK-E/ISP-2M, GGAK-E/SKIF-6, GGAK-E/SKL-E, GGAK-E/VUSS-E, MSU-GS",2020-08-18 19:34:27,2020-08-18
Meteor-M N2-6,801,45991,47817,"Meteor-3M",SunSync,820.7 km, , ,09:00 asc,Planned,"GGAK-E/GALS-E (Meteor), GGAK-E/SKIF-6 (Meteor), GGAK-M/RIMS-M, IKFS-2, IKOR-M, KMSS, MSU-MR, MTVZA-GY, MeteoSAR, SSPD",2023-07-03 16:15:33,2023-07-03
Sentinel-3B,802,43215,45626,"Sentinel-3",SunSync,814.5 km, , ,10:00 desc,Operational,"DORIS, GPS (ESA), LRR (ESA), MWR (Sentinel-3), OLCI , SLSTR, SRAL",2020-08-21 13:23:05,2020-08-21
Sentinel-3C,803,45260,48913,"Sentinel-3",SunSync,810 km, , ,10:00 desc,Planned,"DORIS, GPS (ESA), LRR (ESA), MWR (Sentinel-3), OLCI , SLSTR, SRAL",2023-07-31 8:35:33,2023-07-31
Sentinel-3D,804,46721,50374,"Sentinel-3",SunSync,810 km, , ,10:00 desc,Planned,"DORIS, GPS (ESA), LRR (ESA), MWR (Sentinel-3), OLCI , SLSTR, SRAL",2023-07-31 8:35:59,2023-07-31
EOS-01,805,44142,45626,"Radar Imaging Satellite",DRIFT,555 km, ,37°,,Operational,"SAR-X (RISAT-2)",2022-02-16 15:33:56,2022-02-16
ISS COWVR,806,44551,45260,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"COWVR",2022-05-16 9:45:48,2022-05-16
ISS HISUI,807,43804,44895,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"HISUI",2022-10-28 13:48:23,2022-10-28
GF-12,808,43796,46356,"Gao Fen",SunSync,635 km, , ,06:00 desc,Operational,"SAR-C (GF-3)",2020-09-08 18:56:16,2020-09-08
KOMPSAT-6,810,45260,47087,"Korea Multi-Purpose Satellite",SunSync,505 km, , ,06:00 asc,Planned,"COSI",2023-07-17 8:40:05,2023-07-17
KOMPSAT-7,811,45260,47087,"Korea Multi-Purpose Satellite",SunSync,685 km, , ,10:50 asc,Planned,"AEISS-HR",2023-07-17 8:40:38,2023-07-17
CAS 500-1,812,44277,45991,"Korea Multi-Purpose Satellite",SunSync,528 km, , ,10:50 asc,Operational,"AEISS-HR",2023-07-17 8:42:24,2023-07-17
CAS 500-2,813,45260,47087,"Korea Multi-Purpose Satellite",SunSync,528 km, , ,10:50 asc,Planned,"AEISS-HR",2023-07-17 8:42:59,2023-07-17
ARTEMIS-P2,814,40739,44895,"Acceleration, Reconnection, Turbulence, and Electrodynamics of the Moon's Interaction with the Sun",Moon,, ,6°,,Operational,"EFI (THEMIS), ESA, FGM (THEMIS), SCM, SST",2022-10-28 9:39:47,2022-10-28
MMS-B,815,42076,44895,"Magnetospheric MultiScale mission",MAG,, ,28°,,Operational,"AFG, ASPOC (MMS), DFG, DP, EDI (MMS), EIS (MSS), FEEPS, FPI, HPCA, SCM (MMS)",2022-10-24 13:39:12,2022-10-24
MMS-C,816,42076,44895,"Magnetospheric MultiScale mission",MAG,, ,28°,,Operational,"AFG, ASPOC (MMS), DFG, DP, EDI (MMS), EIS (MSS), FEEPS, FPI, HPCA, SCM (MMS)",2022-10-24 13:39:38,2022-10-24
MMS-D,817,42076,44895,"Magnetospheric MultiScale mission",MAG,, ,28°,,Operational,"AFG, ASPOC (MMS), DFG, DP, EDI (MMS), EIS (MSS), FEEPS, FPI, HPCA, SCM (MMS)",2022-10-24 13:39:55,2022-10-24
STEREO-A,818,39016,45260,"Solar-TErrestrial RElations Observatory",Ecliptic,, ,23.44°,,Operational,"IMPACT/MAG, IMPACT/SEP, IMPACT/STE, IMPACT/SWEA, PLASTIC, S/WAVES, SECCHI/COR-1, SECCHI/COR-2, SECCHI/EUVI, SECCHI/HI-1, SECCHI/HI-2",2023-04-03 9:44:10,2023-04-03
THEMIS-A,819,39130,44895,"Time History of Events and Macroscale Interactions during Substorms",MAG,, ,6°,,Operational,"EFI (THEMIS), ESA, FGM (THEMIS), SCM, SST",2022-10-24 13:50:29,2022-10-24
THEMIS-E,820,39130,44895,"Time History of Events and Macroscale Interactions during Substorms",MAG,, ,6°,,Operational,"EFI (THEMIS), ESA, FGM (THEMIS), SCM, SST",2022-10-24 13:50:46,2022-10-24
Pléiades-Neo 3,821,44315,47817,"Pléiades Neo",SunSync,620 km, , ,10:30 desc,Operational,"Pléiades-Neo",2021-08-25 16:50:07,2021-08-25
Pléiades-Neo 4,822,44425,47817,"Pléiades Neo",SunSync,620 km, , ,10:30 desc,Operational,"Pléiades-Neo",2022-02-01 16:15:26,2022-02-01
Pléiades-Neo 5,823,44916,44916,"Pléiades Neo",SunSync,620 km, , ,10:30 desc,Lost at launch,"Pléiades-Neo",2022-12-21 13:59:03,2022-12-21
Pléiades-Neo 6,824,44916,44916,"Pléiades Neo",SunSync,620 km, , ,10:30 desc,Lost at launch,"Pléiades-Neo",2022-12-21 13:58:27,2022-12-21
MicroCarb,825,45260,47087,"MicroCarb",SunSync,650 km, , ,10:30 desc,Planned,"MicroCarb",2023-01-26 20:09:45,2023-01-26
Lemur-2,827,42275,51104,"Low Earth Multi-Use Receiver",SunSync,550 km, , ,,Operational,"STRATOS",2023-07-20 7:27:27,2023-07-20
CICERO,828,42909,45626,"Community Initiative for Continuing Earth Radio Occultation",SunSync,550 km, , ,,Operational,"CION",2022-05-30 9:14:23,2022-05-30
ICEYE,829,43437,51104,"ICEYE",SunSync,600 km, , ,TBD,Operational,"ICEYE SAR",2023-06-13 16:08:58,2023-06-13
3D-Winds,832,TBD,TBD,"Three-Dimensional Tropospheric Winds from Space-Based Lidar",SunSync,TBD km, , ,,Mission concept,"3D-Winds Lidar",2021-10-22 14:03:38,2021-10-22
GF-9-02,833,43982,46721,"Gao Fen",SunSync,650 km, , ,10:30 desc,Operational,"PMS-2",2021-03-02 23:34:32,2021-03-02
GF-9-03,834,43999,46721,"Gao Fen",SunSync,650 km, , ,10:30 desc,Operational,"PMS-2",2021-03-02 23:35:16,2021-03-02
SkySat-16,835,43995,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:00:49,2021-06-17
SkySat-17,837,43995,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:01:20,2021-06-17
SkySat-18,838,43995,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:02:03,2021-06-17
Metop-SG-A1,840,45626,48182,"EPS Second Generation",SunSync,835 km, , ,09:30 desc,Planned,"3MI, IASI-NG, METimage, MWS, NGRM, RO, Sentinel-5",2023-04-26 7:12:43,2023-04-26
ZY-3-03,863,44037,45626,"Zi Yuan - 3",SunSync,506 km, , ,10:30 desc,Operational,"MSC (ZY), TAC",2021-03-05 22:59:59,2021-03-05
SkySat-19,865,44061,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:02:40,2021-06-17
SkySat-20,866,44061,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:03:13,2021-06-17
SkySat-21,867,44061,45626,"Sky Satellite",SunSync,500 km, , ,13:30 asc,Operational,"SkySat",2021-06-17 18:03:57,2021-06-17
GF-9-04,869,44049,46721,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS-2",2021-03-02 23:36:05,2021-03-02
PREFIRE,875,44895,45991,"Polar Radiant Energy in the Far-InfraRed Experiment",DRIFT,560 km, ,90°,,Planned,"TIRS (PREFIRE)",2023-07-24 6:59:42,2023-07-24
FORUM,876,46356,47817,"Far-infrared Outgoing Radiation Understanding and Monitoring",SunSync,835 km, , ,09:30 desc,Planned,"FSI",2022-02-09 13:15:03,2022-02-09
GF-9-05,877,44066,46721,"Gao Fen",SunSync,640 km, , ,10:30 desc,Operational,"PMS-2",2021-03-02 23:36:59,2021-03-02
GF-11-02,879,44081,46721,"Gao Fen",SunSync,415 km, , ,10:30 desc,Operational,"PMS-2",2021-03-02 23:48:44,2021-03-02
HJ-2A,880,44101,45626,"Huan Jing",SunSync,650 km, , ,10:30 desc,Operational,"HSI-2, IRMSS-2 (HJ), WVC-2",2021-03-05 21:50:42,2021-03-05
HJ-2B,882,44101,45626,"Huan Jing",SunSync,650 km, , ,10:30 desc,Operational,"HSI-2, IRMSS-2 (HJ), WVC-2",2021-03-05 21:51:45,2021-03-05
GF-13,884,44115,46721,"Gao Fen",GEO,35786 km,118 ° E, ,,Operational,"GF-4/13 imager",2023-03-20 8:30:54,2023-03-20
GF-14,885,44171,46721,"Gao Fen",SunSync,488 km, , ,10:30 desc,Operational,"PMS-2",2021-06-16 15:53:24,2021-06-16
CIMR,886,46721,48548,"Copernicus Sentinel Expansion Missions",SunSync,820 km, , ,06:00 desc,Considered,"CIMR",2022-08-30 14:23:22,2022-08-30
CLUSTER-B,887,36723,45626,"Cluster",MAG,, ,90°,,Operational,"ASPOC, CIS, EDI, EFW (CLUSTER), FGM, PEACE, RAPID, STAFF, WBD, WHISPER",2021-01-27 14:37:10,2021-01-27
CLUSTER-D,888,36747,45991,"Cluster",MAG,, ,90°,,Operational,"ASPOC, CIS, EDI, EFW (CLUSTER), FGM, PEACE, RAPID, STAFF, WBD, WHISPER",2021-01-27 14:42:39,2021-01-27
THEOS-2 Main,889,45208,48548,"Thailand Earth Observation System",SunSync,621 km, , ,09:30 desc,Commissioning,"MS (THEOS-2), PAN (THEOS-2)",2023-10-09 13:11:55,2023-10-09
THEOS-2 Small,890,45230,45991,"Thailand Earth Observation System",SunSync,590 km, , ,10:30 asc,Planned,"CERIA",2023-07-17 8:10:17,2023-07-17
BlackSky-6,891,44050,44895,"BlackSky Global Commercial Imaging Constellation",SunSync,490 km, , ,10:30 desc,Operational,"SpaceView 24",2022-12-10 22:08:47,2022-12-10
GF-12-02,892,44285,47087,"Gao Fen",SunSync,635 km, , ,06:00 desc,Operational,"SAR-C (GF-3)",2021-08-25 17:16:20,2021-08-25
Capella,893,43437,51104,"Capella",SunSync,500 km, , ,10:30 desc,Operational,"Capella SAR",2023-09-19 8:53:53,2023-09-19
FY-4M1,894,45626,47087,"Feng-Yun - 4",GEO,35786 km,TBD, ,,Planned,"MWS (GEO)",2023-08-07 15:24:03,2023-08-07
TROPICS-02,895,44724,44724,"Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats",DRIFT,550 km, ,30°,,Lost at launch,"TMS",2023-05-11 8:23:14,2023-05-11
TROPICS-03,896,44724,44724,"Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats",DRIFT,550 km, ,30°,,Lost at launch,"TMS",2023-05-11 8:23:52,2023-05-11
GNOMES-1,901,44073,44165,"GNSS Navigation and Occultation Measurement Satellites",SunSync,600 km, , ,TBD,Inactive,"Pyxis-RO",2022-05-25 14:59:04,2022-05-25
GF-11-03,902,44520,46721,"Gao Fen",SunSync,450 km, , ,10:30 desc,Operational,"PMS-2",2022-02-01 16:16:46,2022-02-01
BlackSky-10,903,44518,45260,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-01-11 11:25:19,2022-01-11
BlackSky-11,904,44518,45260,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-01-11 11:25:50,2022-01-11
BlackSky-12,905,44532,45260,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-01-11 11:26:14,2022-01-11
BlackSky-13,906,44532,45260,"BlackSky Global Commercial Imaging Constellation",SunSync,500 km, , ,10:30 desc,Operational,"SpaceView 24",2022-01-11 11:26:39,2022-01-11
BlackSky-14,907,44539,45260,"BlackSky Global Commercial Imaging Constellation",DRIFT,430 km, ,42°,,Operational,"SpaceView 24",2022-01-11 11:27:03,2022-01-11
BlackSky-15,908,44539,45260,"BlackSky Global Commercial Imaging Constellation",DRIFT,430 km, ,42°,,Operational,"SpaceView 24",2022-01-11 11:27:27,2022-01-11
GF-5-02,910,44446,46721,"Gao Fen",SunSync,705 km, , ,13:30 asc,Operational,"AHSI, AIUS, DPC, EMI, GMI (GF-5), VIMS",2021-12-20 8:11:52,2021-12-20
FLOCK,911,41648,51104,"Planetscope",SunSync,475 km, , ,10:30 desc,Operational,"FLOCK",2023-01-06 10:31:50,2023-01-06
CHIME,912,47087,48913,"Copernicus Sentinel Expansion Missions",SunSync,786 km, , ,10:30 desc,Considered,"CHIME",2022-05-23 15:35:20,2022-05-23
CO2M-A,913,45626,48548,"Copernicus Sentinel Expansion Missions",SunSync,735 km, , ,11:30 desc,Planned,"CLIM, CO2I and NO2I, MAP",2023-07-31 8:41:48,2023-07-31
CRISTAL,914,46356,48913,"Copernicus Sentinel Expansion Missions",DRIFT,717 km, ,92°,,Considered,"AMR-CR, GPS (ESA), HRMR, IRIS (CRISTAL), LRR (ESA)",2022-08-30 15:29:54,2022-08-30
LSTM,915,47087,48913,"Copernicus Sentinel Expansion Missions",SunSync,640 km, , ,13:30 asc,Considered,"LSTM",2022-05-23 15:35:53,2022-05-23
ROSE-L,916,46721,48548,"Copernicus Sentinel Expansion Missions",SunSync,693 km, , ,06:00 desc,Considered,"ROSE-L",2022-03-28 13:16:49,2022-03-28
ALTIUS,917,45626,46721,"Atmospheric Limb Tracker for Investigation of the Upcoming Stratosphere",SunSync,668 km, , ,10:00 desc,Planned,"ALTIUS",2023-02-27 8:39:40,2023-02-27
Meteosat-9 (IODC),918,44743,45626,"Meteosat Second Generation (MSG)",GEO,35786 km,45.5 ° E, ,,Operational,"DCS (Meteosat), GEOS&R , GERB, SEVIRI",2023-07-31 8:46:39,2023-07-31
CSAR-1,920,44522,47087,"Gao Fen",SunSync,740 km, , ,06:00 desc,Operational,"AIS, SAR-C (GF-3)",2023-01-12 10:53:40,2023-01-12
TRUTHS,921,47087,50739,"Traceable Radiometry Underpinning Terrestrial- and Helio- Studies",DRIFT,610 km, ,90°,,Planned,"CSAR, HIS",2022-11-28 9:32:11,2022-11-28
ISS TEMPEST-D,922,43241,44369,"International Space Station",DRIFT,400 km, ,51.6°,,Inactive,"MM Radiometer",2023-06-05 8:51:53,2023-06-05
ISS TEMPEST-1,923,44551,45626,"International Space Station",DRIFT,400 km, ,51.6°,,Operational,"MM Radiometer",2022-09-26 14:23:53,2022-09-26
ISS GARI,924,44551,44936,"International Space Station",DRIFT,407 km, ,51.6°,,Operational,"GARI",2022-01-04 19:27:31,2022-01-04
BlackSky-16,925,44653,45260,"BlackSky Global Commercial Imaging Constellation",DRIFT,430 km, ,42°,,Operational,"SpaceView 24",2022-05-16 9:47:30,2022-05-16
BlackSky-17,926,44653,45260,"BlackSky Global Commercial Imaging Constellation",DRIFT,430 km, ,42°,,Operational,"SpaceView 24",2022-05-16 9:47:41,2022-05-16
SICH-2-30,927,44574,46356,"SICH 2",SunSync,700 km, , ,10:50 desc,Operational,"IREI, MBEI, Potential",2022-05-16 9:48:56,2022-05-16
PUNCH,928,45626,46721,"Polarimeter to UNify the Corona and Heliosphere",SunSync,570 km, , ,06:00 asc,Planned,"NFI, STEAM, WFI (PUNCH)",2023-03-09 15:57:41,2023-03-09
StriX-α,929,44180,47452,"StriX",SunSync,500 km, ,97.3°,10:00 asc,Operational,"X-SAR",2022-09-26 8:16:47,2022-09-26
StriX-β,930,44620,48182,"StriX",SunSync,500 km, ,97.3°,10:00 desc,Operational,"X-SAR",2022-09-26 8:18:21,2022-09-26
EDRS-C,931,43683,48913,"European Data Relay System",GEO,35786 km,31 ° E, ,,Operational,"NGRM",2022-03-07 11:39:33,2022-03-07
Vigil-L5,932,47087,50739,"ESA Space Situational Awareness programme",L4-L5,, , ,,Planned,"CCOR-Vigil, EUVI-Vigil, HI1-Vigil, HI2-Vigil, PMI",2023-03-09 15:26:52,2023-03-09
TROPICS-01 (Pathfinder),933,44377,44895,"Time-Resolved Observations of Precipitation structure and storm Intensity with a Constellation of Smallsats",SunSync,550 km, , ,13:30 asc,Operational,"TMS",2023-03-16 19:46:24,2023-03-16
AWS PFM,934,45260,47087,"Arctic Weather Satellite",SunSync,600 km, , ,TBD,Planned,"EPS Sterna Radiometer",2023-08-14 13:33:42,2023-08-14
ÑuSat,935,42520,51104,"ÑuSat Earth Observation Microsatellite Constellation",DRIFT,500 km, , ,,Operational,"ÑuSat-Imager",2023-06-13 16:15:56,2023-06-13
CSAR-2,936,44657,47452,"Gao Fen",SunSync,740 km, , ,06:00 desc,Operational,"AIS, SAR-C (GF-3)",2023-01-12 10:59:36,2023-01-12
DQ-1,937,44666,47452,"Gao Fen",SunSync,705 km, , ,13:00 asc,Operational,"ACDL, DPC-2, EMI-2, POSP, WSI",2023-03-06 14:09:25,2023-03-06
SuperView Neo-1 01,938,44680,46721,"SuperView also known as GaoJing",SunSync,495 km, , ,,Operational,"PMS-3",2022-05-03 15:54:38,2022-05-03
SuperView Neo-1 02,939,44680,46721,"SuperView also known as GaoJing",SunSync,495 km, , ,,Operational,"PMS-3",2022-05-03 15:53:50,2022-05-03
CSG-3,940,45260,47087,"COSMO-SkyMed Second Generation",SunSync,, , ,,Planned,"CSG-SAR",2022-05-04 9:00:42,2022-05-04
CSG-4,941,46356,48913,"COSMO-SkyMed Second Generation",SunSync,, , ,,Planned,"CSG-SAR",2022-05-04 9:03:22,2022-05-04
DQ-2,946,45626,48548,"Gao Fen",SunSync,705 km, , ,13:00 asc,Planned,"ACDL, DPC-2, EMI-2, POSP, WSI",2022-05-23 9:03:23,2022-05-23
GNOMES-2,947,44377,45991,"GNSS Navigation and Occultation Measurement Satellites",SunSync,525 km, , ,TBD,Operational,"Pyxis-RO",2022-05-25 14:57:19,2022-05-25
GNOMES-3,948,44652,46356,"GNSS Navigation and Occultation Measurement Satellites",SunSync,645 km, , ,TBD,Operational,"Pyxis-RO",2022-05-25 14:57:56,2022-05-25
QuickSounder,949,45991,47452,"NOAA Low Earth Orbiting Observation Program",SunSync,, , ,,Planned,"ATMS",2023-07-03 15:38:04,2023-07-03
CICERO-2,950,44706,49278,"Community Initiative for Continuing Earth Radio Occultation",SunSync,, , ,,Operational,"CION-2",2022-07-04 8:00:02,2022-07-04
UMBRA,951,44165,49278,"UMBRA Lab inc.",SunSync,500 km, , ,,Operational,"UMBRA-SAR",2023-05-02 10:54:31,2023-05-02
GHGSat,952,42543,47452,"Greenhouse Gas Satellite",SunSync,500 km, ,97.5°,,Operational,"C&A, GHGSat-Spectrometer",2023-05-02 11:01:57,2023-05-02
WSF-M1,953,45291,47452,"Weather System Follow-on",SunSync,833 km, , ,,Planned,"ECP, MWI (WSF-M)",2023-01-13 18:17:25,2023-01-13
MIMAN,954,44733,45626,"Monochrome Imaging for Monitoring Aerosol by Nanosatellite (Cubesatyonsei)",SunSync,710 km, , ,04:00 asc,Operational,"MIMAN",2022-10-17 8:11:31,2022-10-17
GF-12-03,956,44739,47087,"Gao Fen",SunSync,635 km, , ,06:00 desc,Operational,"SAR-C (GF-3)",2022-12-19 14:14:24,2022-12-19
NACHOS-1,957,44611,45626,"Nano-satellite Atmospheric Chemistry Hyperspectral Observation System",DRIFT,400 km, ,51.6°,,Operational,"NACHOS-Imager",2022-07-04 9:47:17,2022-07-04
NACHOS-2,958,44744,45991,"Nano-satellite Atmospheric Chemistry Hyperspectral Observation System",DRIFT,500 km, ,51.6°,,Operational,"NACHOS-Imager",2023-03-06 14:11:24,2023-03-06
CTIM-FD,961,44744,45626,"Compact Total Irradiance Monitor-Flight Demonstration",DRIFT,500 km, ,44.9°,,Operational,"CTIM-FD",2023-06-05 11:22:35,2023-06-05
SuperView Neo-2 01,962,44757,46356,"SuperView also known as GaoJing",SunSync,495 km, , ,07:00 desc,Operational,"SAR (Superview)",2022-09-26 8:21:42,2022-09-26
SuperView Neo-2 02,963,44757,46356,"SuperView also known as GaoJing",SunSync,495 km, , ,07:00 desc,Operational,"SAR (Superview)",2022-09-26 8:22:51,2022-09-26
StriX-1,964,44819,48182,"StriX",SunSync,574 km, ,97.3°,10:00 desc,Operational,"X-SAR",2023-03-06 14:12:06,2023-03-06
